job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_range_time,pp_crab_range_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
ring_buffer_release2,n/a,n/a,n/a,76,357,n/a,n/a,n/a,n/a,0.02,0.01,n/a,0.07,0.05,n/a,n/a,n/a,n/a,0.01,0.06
ring_buffer_buf_belongs_to_pool2,n/a,n/a,n/a,91,447,n/a,n/a,n/a,n/a,0.02,0.01,n/a,0.08,0.05,n/a,n/a,n/a,n/a,0.01,0.07
ring_buffer_acquire_up_to2,n/a,n/a,n/a,90,397,n/a,n/a,n/a,n/a,0.02,0.01,n/a,0.05,0.04,n/a,n/a,n/a,n/a,0.01,0.06
priority_queue_s_swap,n/a,n/a,n/a,169,1038,n/a,15,n/a,17,0.02,0.01,0.01,0.03,0.14,n/a,n/a,n/a,n/a,0.07,0.17
priority_queue_s_sift_up,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,0.01,0.05,n/a,n/a,n/a,n/a,n/a,n/a,0.00
priority_queue_s_sift_down,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,0.01,0.05,n/a,n/a,n/a,n/a,n/a,n/a,0.00
priority_queue_s_sift_either,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,0.01,0.05,n/a,n/a,n/a,n/a,n/a,n/a,0.00
priority_queue_s_remove_node,n/a,n/a,n/a,220,2182,n/a,13,n/a,16,0.01,0.01,0.01,0.07,0.24,n/a,n/a,n/a,n/a,0.18,0.26
priority_queue_remove,n/a,n/a,n/a,131,538,n/a,2,n/a,4,0.01,0.01,0.01,0.04,0.04,n/a,n/a,n/a,n/a,0.01,0.07
priority_queue_pop,n/a,n/a,n/a,119,481,n/a,2,n/a,4,0.01,0.01,0.01,0.04,0.04,n/a,n/a,n/a,n/a,0.01,0.05
priority_queue_push,n/a,n/a,n/a,203,890,n/a,n/a,n/a,2,0.01,0.01,0.01,0.05,0.09,n/a,n/a,n/a,n/a,0.07,0.12
priority_queue_push_ref,n/a,n/a,n/a,203,890,n/a,n/a,n/a,2,0.01,0.01,0.01,0.05,0.12,n/a,n/a,n/a,n/a,0.09,0.15
hash_table_foreach_deep_loose,n/a,n/a,n/a,646,9081,63,67,4,27,0.30,0.09,0.03,1.07,1.95,n/a,n/a,n/a,n/a,1.33,2.00
hash_table_foreach_deep_precise,n/a,n/a,n/a,671,9316,65,79,4,32,0.35,0.13,0.04,2.30,2.55,n/a,n/a,n/a,n/a,1.79,2.61
huffman_test_transitive,n/a,n/a,n/a,1060,5592,n/a,24,n/a,60,3.83,0.11,0.13,5.95,4.16,n/a,n/a,n/a,n/a,0.01,4.35
huffman_test_transitive_chunked,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
profile_collection_new_from_buffer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
pem_objects_init_from_file_contents,n/a,n/a,n/a,n/a,n/a,n/a,n/a,287,38,n/a,n/a,1.16,35.62,n/a,n/a,n/a,n/a,n/a,n/a,n/a
sanitize_pem,n/a,n/a,n/a,7322,34462,58,818,6,19,9.03,3.94,0.02,1.14,19.24,n/a,n/a,n/a,n/a,2.57,19.99
input_stream_from_cursor,n/a,n/a,n/a,320,1383,n/a,12,1,38,0.13,0.03,0.07,0.79,0.28,n/a,n/a,n/a,n/a,0.10,0.32
der,n/a,n/a,n/a,7260,37116,838,148,275,298,4.18,0.99,0.79,4.47,22.50,n/a,n/a,n/a,n/a,9.09,23.11
ecc,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rsa,n/a,n/a,n/a,3424,23431,207,146,39,98,3.76,1.09,0.23,3.02,6.14,n/a,n/a,n/a,n/a,0.90,6.65
sha1,n/a,n/a,n/a,2103,9534,n/a,146,4,6,1.21,0.19,0.01,1.02,1.70,n/a,n/a,n/a,n/a,0.12,1.87
sha256,n/a,n/a,n/a,2089,9566,n/a,146,4,6,1.08,0.18,0.01,1.01,1.55,n/a,n/a,n/a,n/a,0.12,1.72
sha256_hmac,n/a,n/a,n/a,2027,9297,n/a,144,4,4,1.24,0.18,0.01,1.46,1.71,n/a,n/a,n/a,n/a,0.12,1.87
